"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","home.color","home.alternateColor","home.venue.id","season","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","game_id","PBP"
230606001,"s:40~l:59~e:230606001~c:230606001","2003-06-06T23:00Z",0,"True","False","False","False","[]","2003-06-06T23:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","True","https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230606001,TRUE
230606016,"s:40~l:59~e:230606016~c:230606016","2003-06-06T23:00Z",0,"True","False","False","False","[]","2003-06-06T23:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:59~t:16","Washington","Mystics","WAS","Washington Mystics","Mystics","True","https://a.espncdn.com/i/teamlogos/wnba/500/was.png",2,"s:40~l:59~t:2","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers","","","True",3417,"","e03a3e","09295a",1823,2003,"","","","",NA,"",NA,"","","",NA,"",230606016,TRUE
230605006,"s:40~l:59~e:230605006~c:230605006","2003-06-06T02:00Z",0,"True","False","False","False","[]","2003-06-06T02:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","True","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","532481","49ac9c",1841,2003,"playoff","Playoff Series","LOS Wins series 2-1","True",3,"[{'id': '6', 'uid': 's:40~l:59~t:6', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/6?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:59~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/13?lang=en&region=us'}]",NA,"","","",NA,"",230605006,TRUE
230605017,"s:40~l:59~e:230605017~c:230605017","2003-06-06T00:30Z",0,"True","False","False","False","[]","2003-06-06T00:30Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","False","https://a.espncdn.com/i/teamlogos/wnba/500/sas.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","True",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","000000","c7cfd4",780,2003,"","","","",NA,"",NA,"","","",NA,"",230605017,TRUE
230605003,"s:40~l:59~e:230605003~c:230605003","2003-06-05T15:00Z",0,"True","False","False","False","[]","2003-06-05T15:00Z",1,"STD",48,"48.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",3,"s:40~l:59~t:3","Detroit","Shock","TUL","Detroit Shock","Shock","False","https://a.espncdn.com/i/teamlogos/wnba/500/tul.png",18,"s:40~l:59~t:18","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","True",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","11213e","c5d646",1911,2003,"playoff","Playoff Series","TUL Wins series 2-0","True",3,"[{'id': '3', 'uid': 's:40~l:59~t:3', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/3?lang=en&region=us'}, {'id': '18', 'uid': 's:40~l:59~t:18', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/18?lang=en&region=us'}]",NA,"","","",NA,"",230605003,TRUE
230604001,"s:40~l:59~e:230604001~c:230604001","2003-06-04T16:00Z",0,"True","False","False","False","[]","2003-06-04T16:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","True","https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",17,"s:40~l:59~t:17","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4","False",780,"https://a.espncdn.com/i/teamlogos/wnba/500/sas.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230604001,TRUE
230603014,"s:40~l:59~e:230603014~c:230603014","2003-06-04T02:00Z",0,"True","False","False","False","[]","2003-06-04T02:00Z",1,"STD",70,"1:10",2,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","05452a","f7c43c",2184,2003,"","","","",NA,"",NA,"","","",NA,"",230603014,TRUE
230603004,"s:40~l:59~e:230603004~c:230603004","2003-06-04T00:00Z",0,"True","False","False","False","[]","2003-06-04T00:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","True","https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","True",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230603004,TRUE
230601008,"s:40~l:59~e:230601008~c:230601008","2003-06-01T22:00Z",0,"True","False","False","False","[]","2003-06-01T22:00Z",1,"STD",0,"0.0",3,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","005084","47a757",2029,2003,"","","","",NA,"",NA,"","","",NA,"",230601008,TRUE
230601009,"s:40~l:59~e:230601009~c:230601009","2003-06-01T20:00Z",0,"True","False","False","False","[]","2003-06-01T20:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:59~t:9","New York","Liberty","NYL","New York Liberty","Liberty","True","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png",16,"s:40~l:59~t:16","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","True",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/was.png","0d79b9","89c9bf",1826,2003,"","","","",NA,"",NA,"","","",NA,"",230601009,TRUE
230601017,"s:40~l:59~e:230601017~c:230601017","2003-06-01T19:30Z",0,"True","False","False","False","[]","2003-06-01T19:30Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","False","https://a.espncdn.com/i/teamlogos/wnba/500/sas.png",18,"s:40~l:59~t:18","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","True",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","000000","c7cfd4",780,2003,"","","","",NA,"",NA,"","","",NA,"",230601017,TRUE
230531003,"s:40~l:59~e:230531003~c:230531003","2003-05-31T23:30Z",0,"True","False","False","False","[]","2003-05-31T23:30Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",3,"s:40~l:59~t:3","Detroit","Shock","TUL","Detroit Shock","Shock","False","https://a.espncdn.com/i/teamlogos/wnba/500/tul.png",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png","11213e","c5d646",1911,2003,"","","","",NA,"",NA,"","","",NA,"",230531003,TRUE
230531005,"s:40~l:59~e:230531005~c:230531005","2003-05-31T20:00Z",0,"True","False","False","False","[]","2003-05-31T20:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","True","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",16,"s:40~l:59~t:16","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","True",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/was.png","e2382f","08265b",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230531005,TRUE
230531002,"s:40~l:59~e:230531002~c:230531002","2003-05-31T17:00Z",0,"True","False","False","False","[]","2003-05-31T17:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:59~t:2","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers","True","",9,"s:40~l:59~t:9","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","True",1826,"https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","","",3417,2003,"","","","",NA,"",NA,"","","",NA,"",230531002,TRUE
230530013,"s:40~l:59~e:230530013~c:230530013","2003-05-31T02:00Z",0,"True","False","False","False","[]","2003-05-31T02:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","True","https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","True",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230530013,TRUE
230530014,"s:40~l:59~e:230530014~c:230530014","2003-05-31T02:00Z",0,"True","False","False","False","[]","2003-05-31T02:00Z",1,"STD",0,"0.0",3,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/los.png","05452a","f7c43c",2184,2003,"","","","",NA,"",NA,"","","",NA,"",230530014,TRUE
230530004,"s:40~l:59~e:230530004~c:230530004","2003-05-31T00:30Z",0,"True","False","False","False","[]","2003-05-31T00:30Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","True","https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",18,"s:40~l:59~t:18","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","True",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230530004,TRUE
230530017,"s:40~l:59~e:230530017~c:230530017","2003-05-31T00:30Z",0,"True","False","False","False","[]","2003-05-31T00:30Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","False","https://a.espncdn.com/i/teamlogos/wnba/500/sas.png",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png","000000","c7cfd4",780,2003,"","","","",NA,"",NA,"","","",NA,"",230530017,TRUE
230529001,"s:40~l:59~e:230529001~c:230529001","2003-05-29T04:00Z",0,"True","False","False","False","[]","2003-05-29T04:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","True","https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230529001,TRUE
230528011,"s:40~l:59~e:230528011~c:230528011","2003-05-29T02:00Z",0,"True","False","False","False","[]","2003-05-29T02:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","True","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",17,"s:40~l:59~t:17","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4","False",780,"https://a.espncdn.com/i/teamlogos/wnba/500/sas.png","3a267d","e56020",1949,2003,"","","","",NA,"",NA,"","","",NA,"",230528011,TRUE
230528008,"s:40~l:59~e:230528008~c:230528008","2003-05-29T00:00Z",0,"True","False","False","False","[]","2003-05-29T00:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/los.png","005084","47a757",2029,2003,"playoff","Playoff Series","LOS Wins series 2-1","True",3,"[{'id': '8', 'uid': 's:40~l:59~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/8?lang=en&region=us'}, {'id': '6', 'uid': 's:40~l:59~t:6', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/6?lang=en&region=us'}]",NA,"","","",NA,"",230528008,TRUE
230527002,"s:40~l:59~e:230527002~c:230527002","2003-05-28T00:00Z",0,"True","False","False","False","[]","2003-05-28T00:00Z",1,"STD",6,"6.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:59~t:2","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers","True","",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/los.png","","",3417,2003,"","","","",NA,"",NA,"","","",NA,"",230527002,TRUE
230524011,"s:40~l:59~e:230524011~c:230524011","2003-05-25T02:00Z",0,"True","False","False","False","[]","2003-05-25T02:00Z",1,"STD",1,"1.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","True","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","3a267d","e56020",1949,2003,"","","","",NA,"",NA,"","","",NA,"",230524011,TRUE
230524017,"s:40~l:59~e:230524017~c:230524017","2003-05-25T00:30Z",0,"True","False","False","False","[]","2003-05-25T00:30Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","False","https://a.espncdn.com/i/teamlogos/wnba/500/sas.png",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png","000000","c7cfd4",780,2003,"","","","",NA,"",NA,"","","",NA,"",230524017,TRUE
230524008,"s:40~l:59~e:230524008~c:230524008","2003-05-25T00:00Z",0,"True","False","False","False","[]","2003-05-25T00:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","005084","47a757",2029,2003,"","","","",NA,"",NA,"","","",NA,"",230524008,TRUE
230524018,"s:40~l:59~e:230524018~c:230524018","2003-05-24T20:00Z",0,"True","False","False","False","[]","2003-05-24T20:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:59~t:18","Connecticut","Sun","CT","Connecticut Sun","Sun","True","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",6,"s:40~l:59~t:6","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/los.png","de6b36","002d62",2160,2003,"","","","",NA,"",NA,"","","",NA,"",230524018,TRUE
230523001,"s:40~l:59~e:230523001~c:230523001","2003-05-23T17:59Z",0,"True","False","False","False","[]","2003-05-23T17:59Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:59~t:1","Charlotte","Sting","CHA","Charlotte Sting","Sting","True","https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",16,"s:40~l:59~t:16","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","True",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/was.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230523001,TRUE
230522011,"s:40~l:59~e:230522011~c:230522011","2003-05-23T02:00Z",0,"True","False","False","False","[]","2003-05-23T02:00Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:59~t:11","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","True","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",13,"s:40~l:59~t:13","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs","","","True",NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","3a267d","e56020",1949,2003,"","","","",NA,"",NA,"","","",NA,"",230522011,TRUE
230522004,"s:40~l:59~e:230522004~c:230522004","2003-05-23T00:30Z",0,"True","False","False","False","[]","2003-05-23T00:30Z",1,"STD",0,"0.0",2,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:59~t:4","Houston","Comets","HOU","Houston Comets","Comets","True","https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png","","",NA,2003,"","","","",NA,"",NA,"","","",NA,"",230522004,TRUE
